Hero1,Hero2,Appeared_Together
SPIDER-MAN,POLARIS,5
SPIDER-MAN,KA-ZAR,19
SPIDER-MAN,QUASAR III,29
SPIDER-MAN,CAPTAIN MARVEL II,30
SPIDER-MAN,MOCKINGBIRD,9
SPIDER-MAN,NOVA,39
SPIDER-MAN,SHANG-CHI,4
SPIDER-MAN,MIRAGE II,6
SPIDER-MAN,BINARY,10
SPIDER-MAN,"HUDSON, HEATHER",4
SPIDER-MAN,TIGRA,14
SPIDER-MAN,SPIDER-MAN CLONE,98
SPIDER-MAN,"PAGE, KAREN",11
SPIDER-MAN,MEDUSA,12
CAPTAIN AMERICA,IRON MAN,446
CAPTAIN AMERICA,THING,168
CAPTAIN AMERICA,THOR,386
CAPTAIN AMERICA,HUMAN TORCH,158
CAPTAIN AMERICA,MR. FANTASTIC,166
CAPTAIN AMERICA,HULK,111
CAPTAIN AMERICA,WOLVERINE,78
CAPTAIN AMERICA,INVISIBLE WOMAN,149
CAPTAIN AMERICA,SCARLET WITCH,374
CAPTAIN AMERICA,BEAST,169
CAPTAIN AMERICA,DR. STRANGE,67
CAPTAIN AMERICA,"WATSON-PARKER, MARY",0
CAPTAIN AMERICA,DAREDEVIL,71
CAPTAIN AMERICA,HAWK,322
CAPTAIN AMERICA,VISION,0
CAPTAIN AMERICA,CYCLOPS,66
CAPTAIN AMERICA,WASP,384
CAPTAIN AMERICA,"JAMESON, J. JONAH",32
CAPTAIN AMERICA,ANT-MAN,295
CAPTAIN AMERICA,SUB-MARINER,158
CAPTAIN AMERICA,STORM,57
CAPTAIN AMERICA,PROFESSOR X,61
CAPTAIN AMERICA,"FURY, COL. NICHOLAS",0
CAPTAIN AMERICA,MARVEL GIRL,45
CAPTAIN AMERICA,COLOSSUS II,54
CAPTAIN AMERICA,NIGHTCRAWLER,35
CAPTAIN AMERICA,ANGEL,52
CAPTAIN AMERICA,ICEMAN,49
CAPTAIN AMERICA,SHE-HULK,172
CAPTAIN AMERICA,"JARVIS, EDWIN",0
CAPTAIN AMERICA,WONDER MAN,216
CAPTAIN AMERICA,BLACK WIDOW,143
CAPTAIN AMERICA,"ROBERTSON, JOE",16
CAPTAIN AMERICA,"PARKER, MAY",13
CAPTAIN AMERICA,HERCULES [GREEK GOD],182
CAPTAIN AMERICA,QUICKSILVER,165
CAPTAIN AMERICA,SHADOWCAT,19
CAPTAIN AMERICA,"JONES, RICHARD MILHO",80
CAPTAIN AMERICA,ODIN [ASGARDIAN],15
CAPTAIN AMERICA,ROGUE ,48
CAPTAIN AMERICA,BLACK PANTHER,131
CAPTAIN AMERICA,SILVER SURFER,54
CAPTAIN AMERICA,CANNONBALL II,12
CAPTAIN AMERICA,PUNISHER II,8
CAPTAIN AMERICA,CAPTAIN BRITAIN,25
CAPTAIN AMERICA,"NELSON, FRANKLIN FOG",10
CAPTAIN AMERICA,DR. DOOM,65
CAPTAIN AMERICA,"RICHARDS, FRANKLIN B",40
CAPTAIN AMERICA,CRYSTAL [INHUMAN],73
CAPTAIN AMERICA,HAVOK,21
CAPTAIN AMERICA,"SUMMERS, NATHAN CHRI",11
CAPTAIN AMERICA,BALDER [ASGARDIAN],6
CAPTAIN AMERICA,LOKI [ASGARDIAN],32
CAPTAIN AMERICA,"BANNER, BETTY ROSS T",14
CAPTAIN AMERICA,IRON MAN IV,37
CAPTAIN AMERICA,"LEEDS, BETTY BRANT",5
CAPTAIN AMERICA,KINGPIN,21
CAPTAIN AMERICA,"THOMPSON, EUGENE FLA",5
CAPTAIN AMERICA,SIF,5
CAPTAIN AMERICA,FANDRAL [ASGARDIAN],5
CAPTAIN AMERICA,HOGUN [ASGARDIAN],6
CAPTAIN AMERICA,VOLSTAGG,6
CAPTAIN AMERICA,"CAGE, LUKE",19
CAPTAIN AMERICA,"DUGAN, TIMOTHY ALOYI",79
CAPTAIN AMERICA,WOLFSBANE,17
CAPTAIN AMERICA,PSYLOCKE,29
CAPTAIN AMERICA,BANSHEE,4
CAPTAIN AMERICA,WONG,11
CAPTAIN AMERICA,FALCON,189
CAPTAIN AMERICA,MAGNETO,35
CAPTAIN AMERICA,"ROSS, GEN. THADDEUS",0
CAPTAIN AMERICA,SUNSPOT,5
CAPTAIN AMERICA,BLACK KNIGHT V,119
CAPTAIN AMERICA,"MASTERS, ALICIA REIS",24
CAPTAIN AMERICA,IRON FIST,14
CAPTAIN AMERICA,GAMBIT,16
CAPTAIN AMERICA,"NORRISS, SISTER BARB",24
CAPTAIN AMERICA,CLEA,4
CAPTAIN AMERICA,JUBILEE,3
CAPTAIN AMERICA,BOOMER,2
CAPTAIN AMERICA,MOON KNIGHT,13
CAPTAIN AMERICA,USAGENT,56
CAPTAIN AMERICA,"OSBORN, HARRY",5
CAPTAIN AMERICA,"MACTAGGERT, MOIRA KI",5
CAPTAIN AMERICA,POLARIS,15
CAPTAIN AMERICA,KA-ZAR,8
CAPTAIN AMERICA,QUASAR III,104
CAPTAIN AMERICA,CAPTAIN MARVEL II,119
CAPTAIN AMERICA,MOCKINGBIRD,51
CAPTAIN AMERICA,NOVA,40
CAPTAIN AMERICA,SHANG-CHI,2
CAPTAIN AMERICA,MIRAGE II,5
CAPTAIN AMERICA,BINARY,59
CAPTAIN AMERICA,"HUDSON, HEATHER",25
CAPTAIN AMERICA,TIGRA,56
CAPTAIN AMERICA,SPIDER-MAN CLONE,3
CAPTAIN AMERICA,"PAGE, KAREN",5
CAPTAIN AMERICA,MEDUSA,17
IRON MAN,THING,129
IRON MAN,THOR,344
IRON MAN,HUMAN TORCH,108
IRON MAN,MR. FANTASTIC,128
IRON MAN,HULK,85
IRON MAN,WOLVERINE,33
IRON MAN,INVISIBLE WOMAN,114
IRON MAN,SCARLET WITCH,372
IRON MAN,BEAST,142
IRON MAN,DR. STRANGE,52
IRON MAN,"WATSON-PARKER, MARY",0
IRON MAN,DAREDEVIL,53
IRON MAN,HAWK,294
IRON MAN,VISION,0
IRON MAN,CYCLOPS,28
IRON MAN,WASP,301
IRON MAN,"JAMESON, J. JONAH",27
IRON MAN,ANT-MAN,291
IRON MAN,SUB-MARINER,71
IRON MAN,STORM,22
IRON MAN,PROFESSOR X,29
IRON MAN,"FURY, COL. NICHOLAS",0
IRON MAN,MARVEL GIRL,23
IRON MAN,COLOSSUS II,17
IRON MAN,NIGHTCRAWLER,16
IRON MAN,ANGEL,32
IRON MAN,ICEMAN,26
IRON MAN,SHE-HULK,93
IRON MAN,"JARVIS, EDWIN",0
IRON MAN,WONDER MAN,249
IRON MAN,BLACK WIDOW,94
IRON MAN,"ROBERTSON, JOE",9
IRON MAN,"PARKER, MAY",9
IRON MAN,HERCULES [GREEK GOD],79
IRON MAN,QUICKSILVER,110
IRON MAN,SHADOWCAT,15
IRON MAN,"JONES, RICHARD MILHO",58
IRON MAN,ODIN [ASGARDIAN],17
IRON MAN,ROGUE ,11
IRON MAN,BLACK PANTHER,120
IRON MAN,SILVER SURFER,42
IRON MAN,CANNONBALL II,4
IRON MAN,PUNISHER II,2
IRON MAN,CAPTAIN BRITAIN,7
IRON MAN,"NELSON, FRANKLIN FOG",7
IRON MAN,DR. DOOM,40
IRON MAN,"RICHARDS, FRANKLIN B",27
IRON MAN,CRYSTAL [INHUMAN],44
IRON MAN,HAVOK,4
IRON MAN,"SUMMERS, NATHAN CHRI",4
IRON MAN,BALDER [ASGARDIAN],8
IRON MAN,LOKI [ASGARDIAN],28
IRON MAN,"BANNER, BETTY ROSS T",16
IRON MAN,IRON MAN IV,189
IRON MAN,"LEEDS, BETTY BRANT",6
IRON MAN,KINGPIN,6
IRON MAN,"THOMPSON, EUGENE FLA",5
IRON MAN,SIF,9
IRON MAN,FANDRAL [ASGARDIAN],8
IRON MAN,HOGUN [ASGARDIAN],7
IRON MAN,VOLSTAGG,5
IRON MAN,"CAGE, LUKE",19
IRON MAN,"DUGAN, TIMOTHY ALOYI",36
IRON MAN,WOLFSBANE,3
IRON MAN,PSYLOCKE,10
IRON MAN,BANSHEE,0
IRON MAN,WONG,11
IRON MAN,FALCON,44
IRON MAN,MAGNETO,14
IRON MAN,"ROSS, GEN. THADDEUS",0
IRON MAN,SUNSPOT,1
IRON MAN,BLACK KNIGHT V,50
IRON MAN,"MASTERS, ALICIA REIS",19
IRON MAN,IRON FIST,15
IRON MAN,GAMBIT,3
IRON MAN,"NORRISS, SISTER BARB",18
IRON MAN,CLEA,6
IRON MAN,JUBILEE,1
IRON MAN,BOOMER,2
IRON MAN,MOON KNIGHT,18
IRON MAN,USAGENT,87
IRON MAN,"OSBORN, HARRY",2
IRON MAN,"MACTAGGERT, MOIRA KI",1
IRON MAN,POLARIS,5
IRON MAN,KA-ZAR,3
IRON MAN,QUASAR III,43
IRON MAN,CAPTAIN MARVEL II,43
IRON MAN,MOCKINGBIRD,74
IRON MAN,NOVA,17
IRON MAN,SHANG-CHI,2
IRON MAN,MIRAGE II,2
IRON MAN,BINARY,77
IRON MAN,"HUDSON, HEATHER",2
IRON MAN,TIGRA,87
IRON MAN,SPIDER-MAN CLONE,0
IRON MAN,"PAGE, KAREN",2
IRON MAN,MEDUSA,15
THING,THOR,126
THING,HUMAN TORCH,744
THING,MR. FANTASTIC,708
THING,HULK,99
THING,WOLVERINE,76
THING,INVISIBLE WOMAN,668
THING,SCARLET WITCH,99
THING,BEAST,67
THING,DR. STRANGE,55
THING,"WATSON-PARKER, MARY",0
THING,DAREDEVIL,61
THING,HAWK,80
THING,VISION,0
THING,CYCLOPS,71
THING,WASP,89
THING,"JAMESON, J. JONAH",29
THING,ANT-MAN,73
THING,SUB-MARINER,102
THING,STORM,69
THING,PROFESSOR X,63
THING,"FURY, COL. NICHOLAS",0
THING,MARVEL GIRL,49
THING,COLOSSUS II,53
THING,NIGHTCRAWLER,30
THING,ANGEL,48
THING,ICEMAN,47
THING,SHE-HULK,97
THING,"JARVIS, EDWIN",0
THING,WONDER MAN,67
THING,BLACK WIDOW,40
THING,"ROBERTSON, JOE",14
THING,"PARKER, MAY",17
THING,HERCULES [GREEK GOD],36
THING,QUICKSILVER,51
THING,SHADOWCAT,16
THING,"JONES, RICHARD MILHO",16
THING,ODIN [ASGARDIAN],8
THING,ROGUE ,44
THING,BLACK PANTHER,49
THING,SILVER SURFER,73
THING,CANNONBALL II,10
THING,PUNISHER II,2
THING,CAPTAIN BRITAIN,5
THING,"NELSON, FRANKLIN FOG",9
THING,DR. DOOM,119
THING,"RICHARDS, FRANKLIN B",198
THING,CRYSTAL [INHUMAN],121
THING,HAVOK,26
THING,"SUMMERS, NATHAN CHRI",5
THING,BALDER [ASGARDIAN],2
THING,LOKI [ASGARDIAN],10
THING,"BANNER, BETTY ROSS T",8
THING,IRON MAN IV,14
THING,"LEEDS, BETTY BRANT",9
THING,KINGPIN,2
THING,"THOMPSON, EUGENE FLA",8
THING,SIF,3
THING,FANDRAL [ASGARDIAN],1
THING,HOGUN [ASGARDIAN],1
THING,VOLSTAGG,0
THING,"CAGE, LUKE",19
THING,"DUGAN, TIMOTHY ALOYI",23
THING,WOLFSBANE,9
THING,PSYLOCKE,27
THING,BANSHEE,9
THING,WONG,8
THING,FALCON,11
THING,MAGNETO,23
THING,"ROSS, GEN. THADDEUS",0
THING,SUNSPOT,4
THING,BLACK KNIGHT V,21
THING,"MASTERS, ALICIA REIS",179
THING,IRON FIST,12
THING,GAMBIT,16
THING,"NORRISS, SISTER BARB",11
THING,CLEA,4
THING,JUBILEE,7
THING,BOOMER,2
THING,MOON KNIGHT,14
THING,USAGENT,13
THING,"OSBORN, HARRY",3
THING,"MACTAGGERT, MOIRA KI",5
THING,POLARIS,14
THING,KA-ZAR,9
THING,QUASAR III,44
THING,CAPTAIN MARVEL II,28
THING,MOCKINGBIRD,21
THING,NOVA,36
THING,SHANG-CHI,2
THING,MIRAGE II,2
THING,BINARY,14
THING,"HUDSON, HEATHER",17
THING,TIGRA,34
THING,SPIDER-MAN CLONE,2
THING,"PAGE, KAREN",5
THING,MEDUSA,95
THOR,HUMAN TORCH,124
THOR,MR. FANTASTIC,129
THOR,HULK,72
THOR,WOLVERINE,28
THOR,INVISIBLE WOMAN,111
THOR,SCARLET WITCH,254
THOR,BEAST,90
THOR,DR. STRANGE,41
THOR,"WATSON-PARKER, MARY",0
THOR,DAREDEVIL,41
THOR,HAWK,210
THOR,VISION,0
THOR,CYCLOPS,40
THOR,WASP,238
THOR,"JAMESON, J. JONAH",23
THOR,ANT-MAN,189
THOR,SUB-MARINER,62
THOR,STORM,31
THOR,PROFESSOR X,39
THOR,"FURY, COL. NICHOLAS",0
THOR,MARVEL GIRL,23
THOR,COLOSSUS II,25
THOR,NIGHTCRAWLER,24
THOR,ANGEL,29
THOR,ICEMAN,33
THOR,SHE-HULK,123
THOR,"JARVIS, EDWIN",0
THOR,WONDER MAN,125
THOR,BLACK WIDOW,61
THOR,"ROBERTSON, JOE",9
THOR,"PARKER, MAY",9
THOR,HERCULES [GREEK GOD],114
THOR,QUICKSILVER,99
THOR,SHADOWCAT,13
THOR,"JONES, RICHARD MILHO",49
THOR,ODIN [ASGARDIAN],266
THOR,ROGUE ,24
THOR,BLACK PANTHER,103
THOR,SILVER SURFER,32
THOR,CANNONBALL II,7
THOR,PUNISHER II,2
THOR,CAPTAIN BRITAIN,6
THOR,"NELSON, FRANKLIN FOG",5
THOR,DR. DOOM,39
THOR,"RICHARDS, FRANKLIN B",32
THOR,CRYSTAL [INHUMAN],34
THOR,HAVOK,4
THOR,"SUMMERS, NATHAN CHRI",5
THOR,BALDER [ASGARDIAN],209
THOR,LOKI [ASGARDIAN],182
THOR,"BANNER, BETTY ROSS T",10
THOR,IRON MAN IV,23
THOR,"LEEDS, BETTY BRANT",5
THOR,KINGPIN,7
THOR,"THOMPSON, EUGENE FLA",3
THOR,SIF,204
THOR,FANDRAL [ASGARDIAN],186
THOR,HOGUN [ASGARDIAN],186
THOR,VOLSTAGG,187
THOR,"CAGE, LUKE",12
THOR,"DUGAN, TIMOTHY ALOYI",18
THOR,WOLFSBANE,2
THOR,PSYLOCKE,6
THOR,BANSHEE,0
THOR,WONG,6
THOR,FALCON,27
THOR,MAGNETO,25
THOR,"ROSS, GEN. THADDEUS",0
THOR,SUNSPOT,3
THOR,BLACK KNIGHT V,54
THOR,"MASTERS, ALICIA REIS",22
THOR,IRON FIST,9
THOR,GAMBIT,9
THOR,"NORRISS, SISTER BARB",14
THOR,CLEA,2
THOR,JUBILEE,0
THOR,BOOMER,3
THOR,MOON KNIGHT,6
THOR,USAGENT,12
THOR,"OSBORN, HARRY",2
THOR,"MACTAGGERT, MOIRA KI",1
THOR,POLARIS,1
THOR,KA-ZAR,2
THOR,QUASAR III,48
THOR,CAPTAIN MARVEL II,84
THOR,MOCKINGBIRD,25
THOR,NOVA,11
THOR,SHANG-CHI,1
THOR,MIRAGE II,2
THOR,BINARY,31
THOR,"HUDSON, HEATHER",1
THOR,TIGRA,42
THOR,SPIDER-MAN CLONE,3
THOR,"PAGE, KAREN",4
THOR,MEDUSA,20
HUMAN TORCH,MR. FANTASTIC,713
HUMAN TORCH,HULK,99
HUMAN TORCH,WOLVERINE,67
HUMAN TORCH,INVISIBLE WOMAN,694
HUMAN TORCH,SCARLET WITCH,88
HUMAN TORCH,BEAST,57
HUMAN TORCH,DR. STRANGE,50
HUMAN TORCH,"WATSON-PARKER, MARY",0
HUMAN TORCH,DAREDEVIL,64
HUMAN TORCH,HAWK,67
HUMAN TORCH,VISION,0
HUMAN TORCH,CYCLOPS,68
HUMAN TORCH,WASP,90
HUMAN TORCH,"JAMESON, J. JONAH",34
HUMAN TORCH,ANT-MAN,59
HUMAN TORCH,SUB-MARINER,92
HUMAN TORCH,STORM,60
HUMAN TORCH,PROFESSOR X,60
HUMAN TORCH,"FURY, COL. NICHOLAS",0
HUMAN TORCH,MARVEL GIRL,46
HUMAN TORCH,COLOSSUS II,49
HUMAN TORCH,NIGHTCRAWLER,28
HUMAN TORCH,ANGEL,48
HUMAN TORCH,ICEMAN,48
HUMAN TORCH,SHE-HULK,127
HUMAN TORCH,"JARVIS, EDWIN",0
HUMAN TORCH,WONDER MAN,54
HUMAN TORCH,BLACK WIDOW,29
HUMAN TORCH,"ROBERTSON, JOE",14
HUMAN TORCH,"PARKER, MAY",25
HUMAN TORCH,HERCULES [GREEK GOD],40
HUMAN TORCH,QUICKSILVER,40
HUMAN TORCH,SHADOWCAT,16
HUMAN TORCH,"JONES, RICHARD MILHO",15
HUMAN TORCH,ODIN [ASGARDIAN],11
HUMAN TORCH,ROGUE ,44
HUMAN TORCH,BLACK PANTHER,44
HUMAN TORCH,SILVER SURFER,69
HUMAN TORCH,CANNONBALL II,9
HUMAN TORCH,PUNISHER II,2
HUMAN TORCH,CAPTAIN BRITAIN,3
HUMAN TORCH,"NELSON, FRANKLIN FOG",7
HUMAN TORCH,DR. DOOM,114
HUMAN TORCH,"RICHARDS, FRANKLIN B",202
HUMAN TORCH,CRYSTAL [INHUMAN],119
HUMAN TORCH,HAVOK,24
HUMAN TORCH,"SUMMERS, NATHAN CHRI",5
HUMAN TORCH,BALDER [ASGARDIAN],4
HUMAN TORCH,LOKI [ASGARDIAN],9
HUMAN TORCH,"BANNER, BETTY ROSS T",11
HUMAN TORCH,IRON MAN IV,15
HUMAN TORCH,"LEEDS, BETTY BRANT",16
HUMAN TORCH,KINGPIN,4
HUMAN TORCH,"THOMPSON, EUGENE FLA",16
HUMAN TORCH,SIF,4
HUMAN TORCH,FANDRAL [ASGARDIAN],4
HUMAN TORCH,HOGUN [ASGARDIAN],4
HUMAN TORCH,VOLSTAGG,3
HUMAN TORCH,"CAGE, LUKE",22
HUMAN TORCH,"DUGAN, TIMOTHY ALOYI",15
HUMAN TORCH,WOLFSBANE,7
HUMAN TORCH,PSYLOCKE,24
HUMAN TORCH,BANSHEE,6
HUMAN TORCH,WONG,8
HUMAN TORCH,FALCON,12
HUMAN TORCH,MAGNETO,22
HUMAN TORCH,"ROSS, GEN. THADDEUS",0
HUMAN TORCH,SUNSPOT,4
HUMAN TORCH,BLACK KNIGHT V,25
HUMAN TORCH,"MASTERS, ALICIA REIS",141
HUMAN TORCH,IRON FIST,13
HUMAN TORCH,GAMBIT,14
HUMAN TORCH,"NORRISS, SISTER BARB",10
HUMAN TORCH,CLEA,3
HUMAN TORCH,JUBILEE,4
HUMAN TORCH,BOOMER,3
HUMAN TORCH,MOON KNIGHT,12
HUMAN TORCH,USAGENT,14
HUMAN TORCH,"OSBORN, HARRY",5
HUMAN TORCH,"MACTAGGERT, MOIRA KI",4
HUMAN TORCH,POLARIS,13
HUMAN TORCH,KA-ZAR,7
HUMAN TORCH,QUASAR III,31
HUMAN TORCH,CAPTAIN MARVEL II,33
HUMAN TORCH,MOCKINGBIRD,14
HUMAN TORCH,NOVA,32
HUMAN TORCH,SHANG-CHI,1
HUMAN TORCH,MIRAGE II,2
HUMAN TORCH,BINARY,8
HUMAN TORCH,"HUDSON, HEATHER",16
HUMAN TORCH,TIGRA,25
HUMAN TORCH,SPIDER-MAN CLONE,3
HUMAN TORCH,"PAGE, KAREN",9
HUMAN TORCH,MEDUSA,93
MR. FANTASTIC,HULK,89
MR. FANTASTIC,WOLVERINE,53
MR. FANTASTIC,INVISIBLE WOMAN,701
MR. FANTASTIC,SCARLET WITCH,89
MR. FANTASTIC,BEAST,60
MR. FANTASTIC,DR. STRANGE,48
MR. FANTASTIC,"WATSON-PARKER, MARY",0
MR. FANTASTIC,DAREDEVIL,52
MR. FANTASTIC,HAWK,80
MR. FANTASTIC,VISION,0
MR. FANTASTIC,CYCLOPS,58
MR. FANTASTIC,WASP,95
MR. FANTASTIC,"JAMESON, J. JONAH",29
MR. FANTASTIC,ANT-MAN,72
MR. FANTASTIC,SUB-MARINER,86
MR. FANTASTIC,STORM,51
MR. FANTASTIC,PROFESSOR X,52
MR. FANTASTIC,"FURY, COL. NICHOLAS",0
MR. FANTASTIC,MARVEL GIRL,38
MR. FANTASTIC,COLOSSUS II,37
MR. FANTASTIC,NIGHTCRAWLER,29
MR. FANTASTIC,ANGEL,39
MR. FANTASTIC,ICEMAN,37
MR. FANTASTIC,SHE-HULK,122
MR. FANTASTIC,"JARVIS, EDWIN",0
MR. FANTASTIC,WONDER MAN,50
MR. FANTASTIC,BLACK WIDOW,30
MR. FANTASTIC,"ROBERTSON, JOE",12
MR. FANTASTIC,"PARKER, MAY",15
MR. FANTASTIC,HERCULES [GREEK GOD],29
MR. FANTASTIC,QUICKSILVER,44
MR. FANTASTIC,SHADOWCAT,15
MR. FANTASTIC,"JONES, RICHARD MILHO",24
MR. FANTASTIC,ODIN [ASGARDIAN],11
MR. FANTASTIC,ROGUE ,32
MR. FANTASTIC,BLACK PANTHER,41
MR. FANTASTIC,SILVER SURFER,64
MR. FANTASTIC,CANNONBALL II,12
MR. FANTASTIC,PUNISHER II,3
MR. FANTASTIC,CAPTAIN BRITAIN,3
MR. FANTASTIC,"NELSON, FRANKLIN FOG",8
MR. FANTASTIC,DR. DOOM,115
MR. FANTASTIC,"RICHARDS, FRANKLIN B",228
MR. FANTASTIC,CRYSTAL [INHUMAN],105
MR. FANTASTIC,HAVOK,13
MR. FANTASTIC,"SUMMERS, NATHAN CHRI",7
MR. FANTASTIC,BALDER [ASGARDIAN],4
MR. FANTASTIC,LOKI [ASGARDIAN],9
MR. FANTASTIC,"BANNER, BETTY ROSS T",15
MR. FANTASTIC,IRON MAN IV,19
MR. FANTASTIC,"LEEDS, BETTY BRANT",10
MR. FANTASTIC,KINGPIN,3
MR. FANTASTIC,"THOMPSON, EUGENE FLA",8
MR. FANTASTIC,SIF,4
MR. FANTASTIC,FANDRAL [ASGARDIAN],4
MR. FANTASTIC,HOGUN [ASGARDIAN],4
MR. FANTASTIC,VOLSTAGG,3
MR. FANTASTIC,"CAGE, LUKE",21
MR. FANTASTIC,"DUGAN, TIMOTHY ALOYI",14
MR. FANTASTIC,WOLFSBANE,6
MR. FANTASTIC,PSYLOCKE,15
MR. FANTASTIC,BANSHEE,9
MR. FANTASTIC,WONG,8
MR. FANTASTIC,FALCON,16
MR. FANTASTIC,MAGNETO,22
MR. FANTASTIC,"ROSS, GEN. THADDEUS",0
MR. FANTASTIC,SUNSPOT,7
MR. FANTASTIC,BLACK KNIGHT V,21
MR. FANTASTIC,"MASTERS, ALICIA REIS",143
MR. FANTASTIC,IRON FIST,12
MR. FANTASTIC,GAMBIT,12
MR. FANTASTIC,"NORRISS, SISTER BARB",9
MR. FANTASTIC,CLEA,2
MR. FANTASTIC,JUBILEE,6
MR. FANTASTIC,BOOMER,5
MR. FANTASTIC,MOON KNIGHT,10
MR. FANTASTIC,USAGENT,7
MR. FANTASTIC,"OSBORN, HARRY",2
MR. FANTASTIC,"MACTAGGERT, MOIRA KI",5
MR. FANTASTIC,POLARIS,5
MR. FANTASTIC,KA-ZAR,6
MR. FANTASTIC,QUASAR III,23
MR. FANTASTIC,CAPTAIN MARVEL II,39
MR. FANTASTIC,MOCKINGBIRD,16
MR. FANTASTIC,NOVA,17
MR. FANTASTIC,SHANG-CHI,1
MR. FANTASTIC,MIRAGE II,2
MR. FANTASTIC,BINARY,10
MR. FANTASTIC,"HUDSON, HEATHER",6
MR. FANTASTIC,TIGRA,33
MR. FANTASTIC,SPIDER-MAN CLONE,2
MR. FANTASTIC,"PAGE, KAREN",6
MR. FANTASTIC,MEDUSA,86
HULK,WOLVERINE,71
HULK,INVISIBLE WOMAN,77
HULK,SCARLET WITCH,65
HULK,BEAST,43
HULK,DR. STRANGE,154
HULK,"WATSON-PARKER, MARY",0
HULK,DAREDEVIL,38
HULK,HAWK,63
HULK,VISION,0
HULK,CYCLOPS,53
HULK,WASP,70
HULK,"JAMESON, J. JONAH",20
HULK,ANT-MAN,49
HULK,SUB-MARINER,105
HULK,STORM,45
HULK,PROFESSOR X,44
HULK,"FURY, COL. NICHOLAS",0
HULK,MARVEL GIRL,27
HULK,COLOSSUS II,41
HULK,NIGHTCRAWLER,21
