Hero1,Hero2,Appeared_Together
CYCLOPS,HAVOK,110
CYCLOPS,"SUMMERS, NATHAN CHRI",87
CYCLOPS,BALDER [ASGARDIAN],2
CYCLOPS,LOKI [ASGARDIAN],6
CYCLOPS,"BANNER, BETTY ROSS T",5
CYCLOPS,IRON MAN IV,12
CYCLOPS,"LEEDS, BETTY BRANT",4
CYCLOPS,KINGPIN,5
CYCLOPS,"THOMPSON, EUGENE FLA",4
CYCLOPS,SIF,1
CYCLOPS,FANDRAL [ASGARDIAN],1
CYCLOPS,HOGUN [ASGARDIAN],1
CYCLOPS,VOLSTAGG,2
CYCLOPS,"CAGE, LUKE",6
CYCLOPS,"DUGAN, TIMOTHY ALOYI",5
CYCLOPS,WOLFSBANE,32
CYCLOPS,PSYLOCKE,89
CYCLOPS,BANSHEE,109
CYCLOPS,WONG,1
CYCLOPS,FALCON,8
CYCLOPS,MAGNETO,72
CYCLOPS,"ROSS, GEN. THADDEUS",0
CYCLOPS,SUNSPOT,30
CYCLOPS,BLACK KNIGHT V,16
CYCLOPS,"MASTERS, ALICIA REIS",8
CYCLOPS,IRON FIST,7
CYCLOPS,GAMBIT,86
CYCLOPS,"NORRISS, SISTER BARB",3
CYCLOPS,CLEA,1
CYCLOPS,JUBILEE,51
CYCLOPS,BOOMER,45
CYCLOPS,MOON KNIGHT,6
CYCLOPS,USAGENT,8
CYCLOPS,"OSBORN, HARRY",1
CYCLOPS,"MACTAGGERT, MOIRA KI",71
CYCLOPS,POLARIS,96
CYCLOPS,KA-ZAR,16
CYCLOPS,QUASAR III,17
CYCLOPS,CAPTAIN MARVEL II,12
CYCLOPS,MOCKINGBIRD,2
CYCLOPS,NOVA,23
CYCLOPS,SHANG-CHI,3
CYCLOPS,MIRAGE II,10
CYCLOPS,BINARY,20
CYCLOPS,"HUDSON, HEATHER",21
CYCLOPS,TIGRA,4
CYCLOPS,SPIDER-MAN CLONE,2
CYCLOPS,"PAGE, KAREN",2
CYCLOPS,MEDUSA,6
CYCLOPS,ZABU,11
CYCLOPS,NAMORITA,10
CYCLOPS,GHOST RIDER II,3
CYCLOPS,"URICH, BEN",0
CYCLOPS,FIRESTAR,8
CYCLOPS,MOONDRAGON,15
CYCLOPS,DRACULA,2
CYCLOPS,"OSBORN, LIZ ALLAN",5
CYCLOPS,HEIMDALL [ASGARDIAN],1
CYCLOPS,SERSI,6
CYCLOPS,THUNDERSTRIKE,21
CYCLOPS,SASQUATCH,29
CYCLOPS,DAZZLER II,23
CYCLOPS,JUSTICE II,1
CYCLOPS,MEGGAN,7
CYCLOPS,"CARTER, SHARON",0
CYCLOPS,GALACTUS,24
CYCLOPS,GORGON [INHUMAN],6
CYCLOPS,WHITE QUEEN,11
CYCLOPS,PHOENIX III,15
CYCLOPS,BLACK BOLT,6
CYCLOPS,KARNAK [INHUMAN],6
CYCLOPS,"WATSON, ANNA",0
CYCLOPS,STARFOX,3
CYCLOPS,BISHOP ,54
CYCLOPS,PUCK,16
CYCLOPS,RED SKULL,0
CYCLOPS,ENCHANTRESS,12
CYCLOPS,DOC SAMSON,4
CYCLOPS,NIGHTHAWK II,1
CYCLOPS,THUNDERBIRD II,15
CYCLOPS,HELLCAT,6
CYCLOPS,MAGIK,18
CYCLOPS,FORGE,35
CYCLOPS,MAN-THING,1
CYCLOPS,"KNIGHT, MISTY",15
CYCLOPS,"KINCAID, DR. JANE FO",3
CYCLOPS,"TALBOT, GLENN",1
CYCLOPS,GHOST RIDER III,6
CYCLOPS,SPEEDBALL,12
CYCLOPS,TRITON,4
CYCLOPS,CAPTAIN MARVEL,1
CYCLOPS,"HOGAN, VIRGINIA PEPP",1
CYCLOPS,SHAMAN,19
CYCLOPS,"COOPER, DR. VALERIE",21
CYCLOPS,UATU,17
CYCLOPS,"HOGAN, HAROLD J. HAP",2
CYCLOPS,"JAMESON, COL. JOHN",0
CYCLOPS,CYPHER,8
CYCLOPS,MYSTIQUE,23
CYCLOPS,LOCKHEED,18
CYCLOPS,SPIDER-WOMAN,3
CYCLOPS,WARLOCK III,11
CYCLOPS,NORTHSTAR,19
CYCLOPS,HUMAN TORCH ANDROID,1
CYCLOPS,SHANNA,3
CYCLOPS,SANDMAN,3
CYCLOPS,DAGGER,0
CYCLOPS,MEPHISTO,4
CYCLOPS,GEE,4
CYCLOPS,"GRANT, GLORIA GLORY",0
CYCLOPS,ANT-MAN II,4
CYCLOPS,AURORA,13
CYCLOPS,LOCKJAW [INHUMAN],6
CYCLOPS,CLOAK,2
CYCLOPS,SIRYN,17
CYCLOPS,BLACK CAT,3
CYCLOPS,KARNILLA [ASGARDIAN],1
CYCLOPS,LYJA LAZERFIST [SKRU,2
CYCLOPS,"JONES, GABE",5
CYCLOPS,PHARAOH RAMA-TUT,11
CYCLOPS,"TARR, BLACK JACK",0
CYCLOPS,SPIDER-WOMAN II,14
CYCLOPS,DR. OCTOPUS,13
CYCLOPS,"GYRICH, HENRY PETER",6
CYCLOPS,VIZIER,2
CYCLOPS,POWER MAN,0
CYCLOPS,THANOS,17
CYCLOPS,BEETLE,3
CYCLOPS,HIGH EVOLUTIONARY,1
CYCLOPS,"WING, COLLEEN",10
CYCLOPS,BLOB,25
CYCLOPS,REDWING,3
CYCLOPS,DR. DRUID,14
CYCLOPS,WEREWOLF BY NIGHT,1
CYCLOPS,FRENCHIE,0
CYCLOPS,LILANDRA NERAMANI [S,49
CYCLOPS,HELLSTORM,1
CYCLOPS,"STACY, GWEN",0
CYCLOPS,MOONSTONE II,0
CYCLOPS,"SITWELL, JASPER",1
CYCLOPS,MICROCHIP,0
CYCLOPS,GREEN GOBLIN,1
CYCLOPS,NIGHT THRASHER,3
CYCLOPS,X-MAN,16
CYCLOPS,"WU, LEIKO",0
CYCLOPS,SABRETOOTH,16
CYCLOPS,BOX IV,1
CYCLOPS,"ARBOGAST, BAMBI",0
CYCLOPS,DOMINO III,10
CYCLOPS,"ROM, SPACEKNIGHT",1
CYCLOPS,COUNTERWEIGHT II,4
CYCLOPS,"DE LA FONTAINE, CONT",2
CYCLOPS,RICTOR,34
CYCLOPS,"RESTON, CLIVE",1
CYCLOPS,NOMAD III,0
CYCLOPS,LIGHTSPEED,4
CYCLOPS,COUNTERWEIGHT,4
CYCLOPS,APOCALYPSE,56
CYCLOPS,"SMITH, SIR DENIS NAY",0
CYCLOPS,VASHTI,0
CYCLOPS,GARGOYLE II,2
CYCLOPS,WARLOCK II,14
CYCLOPS,MANDARIN,1
CYCLOPS,"CARTER, PEGGY",2
CYCLOPS,SILVER SABLE,0
CYCLOPS,"ALRAUNE, MARLENE",0
CYCLOPS,MS. MARVEL II,4
CYCLOPS,"HARKNESS, AGATHA",10
CYCLOPS,SKIN,2
CYCLOPS,DRAX,16
CYCLOPS,CHAMBER,0
CYCLOPS,"SUMMERS, MADELYNE MA",28
CYCLOPS,HUSK,2
CYCLOPS,"LEEDS, NED",0
CYCLOPS,SCREAMING MIMI,1
CYCLOPS,DIAMONDBACK II,0
CYCLOPS,"ROSENTHAL, BERNIE",0
CYCLOPS,VENOM,0
CYCLOPS,"QUARTERMAIN, CLAY",2
CYCLOPS,NOVA II,9
CYCLOPS,"JONES, MARLO CHANDLE",1
CYCLOPS,ANCIENT ONE,1
CYCLOPS,NIGHTMARE,0
CYCLOPS,"JAMESON, MARLA MADIS",0
CYCLOPS,MARROW,20
CYCLOPS,LIZARD,12
CYCLOPS,WIZARD,1
CYCLOPS,HELA [ASGARDIAN],2
CYCLOPS,STARSHINE II,0
CYCLOPS,SYNCH,2
CYCLOPS,HOWARD THE DUCK,0
CYCLOPS,"WINGFOOT, WYATT",0
CYCLOPS,BLACK KING,18
CYCLOPS,MAGMA,2
CYCLOPS,CALIBAN,34
CYCLOPS,MAKKARI,4
CYCLOPS,ABSORBING MAN,12
CYCLOPS,"TILBY, TRISH",33
CYCLOPS,GUARDIAN,9
WASP,"JAMESON, J. JONAH",17
WASP,ANT-MAN,406
WASP,SUB-MARINER,70
WASP,STORM,37
WASP,PROFESSOR X,38
WASP,"FURY, COL. NICHOLAS",0
WASP,MARVEL GIRL,23
WASP,COLOSSUS II,32
WASP,NIGHTCRAWLER,23
WASP,ANGEL,31
WASP,ICEMAN,30
WASP,SHE-HULK,133
WASP,"JARVIS, EDWIN",0
WASP,WONDER MAN,186
WASP,BLACK WIDOW,90
WASP,"ROBERTSON, JOE",11
WASP,"PARKER, MAY",6
WASP,HERCULES [GREEK GOD],111
WASP,QUICKSILVER,124
WASP,SHADOWCAT,10
WASP,"JONES, RICHARD MILHO",51
WASP,ODIN [ASGARDIAN],11
WASP,ROGUE ,27
WASP,BLACK PANTHER,84
WASP,SILVER SURFER,15
WASP,CANNONBALL II,7
WASP,PUNISHER II,1
WASP,CAPTAIN BRITAIN,3
WASP,"NELSON, FRANKLIN FOG",3
WASP,DR. DOOM,35
WASP,"RICHARDS, FRANKLIN B",23
WASP,CRYSTAL [INHUMAN],42
WASP,HAVOK,6
WASP,"SUMMERS, NATHAN CHRI",1
WASP,BALDER [ASGARDIAN],3
WASP,LOKI [ASGARDIAN],13
WASP,"BANNER, BETTY ROSS T",10
WASP,IRON MAN IV,27
WASP,"LEEDS, BETTY BRANT",6
WASP,KINGPIN,4
WASP,"THOMPSON, EUGENE FLA",6
WASP,SIF,3
WASP,FANDRAL [ASGARDIAN],3
WASP,HOGUN [ASGARDIAN],3
WASP,VOLSTAGG,2
WASP,"CAGE, LUKE",14
WASP,"DUGAN, TIMOTHY ALOYI",15
WASP,WOLFSBANE,9
WASP,PSYLOCKE,9
WASP,BANSHEE,2
WASP,WONG,4
WASP,FALCON,42
WASP,MAGNETO,33
WASP,"ROSS, GEN. THADDEUS",0
WASP,SUNSPOT,3
WASP,BLACK KNIGHT V,76
WASP,"MASTERS, ALICIA REIS",11
WASP,IRON FIST,11
WASP,GAMBIT,11
WASP,"NORRISS, SISTER BARB",14
WASP,CLEA,4
WASP,JUBILEE,1
WASP,BOOMER,1
WASP,MOON KNIGHT,13
WASP,USAGENT,51
WASP,"OSBORN, HARRY",2
WASP,"MACTAGGERT, MOIRA KI",0
WASP,POLARIS,7
WASP,KA-ZAR,4
WASP,QUASAR III,38
WASP,CAPTAIN MARVEL II,115
WASP,MOCKINGBIRD,54
WASP,NOVA,11
WASP,SHANG-CHI,0
WASP,MIRAGE II,3
WASP,BINARY,66
WASP,"HUDSON, HEATHER",6
WASP,TIGRA,69
WASP,SPIDER-MAN CLONE,3
WASP,"PAGE, KAREN",1
WASP,MEDUSA,9
WASP,ZABU,2
WASP,NAMORITA,13
WASP,GHOST RIDER II,5
WASP,"URICH, BEN",0
WASP,FIRESTAR,24
WASP,MOONDRAGON,35
WASP,DRACULA,1
WASP,"OSBORN, LIZ ALLAN",5
WASP,HEIMDALL [ASGARDIAN],4
WASP,SERSI,20
WASP,THUNDERSTRIKE,12
WASP,SASQUATCH,13
WASP,DAZZLER II,6
WASP,JUSTICE II,21
WASP,MEGGAN,0
WASP,"CARTER, SHARON",6
WASP,GALACTUS,18
WASP,GORGON [INHUMAN],7
WASP,WHITE QUEEN,2
WASP,PHOENIX III,4
WASP,BLACK BOLT,8
WASP,KARNAK [INHUMAN],7
WASP,"WATSON, ANNA",2
WASP,STARFOX,62
WASP,BISHOP ,6
WASP,PUCK,8
WASP,RED SKULL,10
WASP,ENCHANTRESS,26
WASP,DOC SAMSON,10
WASP,NIGHTHAWK II,11
WASP,THUNDERBIRD II,0
WASP,HELLCAT,22
WASP,MAGIK,4
WASP,FORGE,2
WASP,MAN-THING,0
WASP,"KNIGHT, MISTY",4
WASP,"KINCAID, DR. JANE FO",11
WASP,"TALBOT, GLENN",0
WASP,GHOST RIDER III,0
WASP,SPEEDBALL,10
WASP,TRITON,5
WASP,CAPTAIN MARVEL,18
WASP,"HOGAN, VIRGINIA PEPP",11
WASP,SHAMAN,10
WASP,"COOPER, DR. VALERIE",5
WASP,UATU,10
WASP,"HOGAN, HAROLD J. HAP",14
WASP,"JAMESON, COL. JOHN",0
WASP,CYPHER,2
WASP,MYSTIQUE,3
WASP,LOCKHEED,3
WASP,SPIDER-WOMAN,8
WASP,WARLOCK III,5
WASP,NORTHSTAR,8
WASP,HUMAN TORCH ANDROID,19
WASP,SHANNA,2
WASP,SANDMAN,13
WASP,DAGGER,4
WASP,MEPHISTO,2
WASP,GEE,0
WASP,"GRANT, GLORIA GLORY",0
WASP,ANT-MAN II,19
WASP,AURORA,7
WASP,LOCKJAW [INHUMAN],12
WASP,CLOAK,2
WASP,SIRYN,0
WASP,BLACK CAT,4
WASP,KARNILLA [ASGARDIAN],1
WASP,LYJA LAZERFIST [SKRU,4
WASP,"JONES, GABE",8
WASP,PHARAOH RAMA-TUT,51
WASP,"TARR, BLACK JACK",0
WASP,SPIDER-WOMAN II,27
WASP,DR. OCTOPUS,12
WASP,"GYRICH, HENRY PETER",22
WASP,VIZIER,0
WASP,POWER MAN,21
WASP,THANOS,4
WASP,BEETLE,14
WASP,HIGH EVOLUTIONARY,2
WASP,"WING, COLLEEN",2
WASP,BLOB,3
WASP,REDWING,7
WASP,DR. DRUID,16
WASP,WEREWOLF BY NIGHT,2
WASP,FRENCHIE,0
WASP,LILANDRA NERAMANI [S,6
WASP,HELLSTORM,2
WASP,"STACY, GWEN",0
WASP,MOONSTONE II,18
WASP,"SITWELL, JASPER",8
WASP,MICROCHIP,0
WASP,GREEN GOBLIN,5
WASP,NIGHT THRASHER,0
WASP,X-MAN,4
WASP,"WU, LEIKO",0
WASP,SABRETOOTH,1
WASP,BOX IV,0
WASP,"ARBOGAST, BAMBI",6
WASP,DOMINO III,0
WASP,"ROM, SPACEKNIGHT",1
WASP,COUNTERWEIGHT II,0
WASP,"DE LA FONTAINE, CONT",1
WASP,RICTOR,0
WASP,"RESTON, CLIVE",0
WASP,NOMAD III,8
WASP,LIGHTSPEED,0
WASP,COUNTERWEIGHT,0
WASP,APOCALYPSE,2
WASP,"SMITH, SIR DENIS NAY",0
WASP,VASHTI,3
WASP,GARGOYLE II,5
WASP,WARLOCK II,3
WASP,MANDARIN,4
WASP,"CARTER, PEGGY",5
WASP,SILVER SABLE,0
WASP,"ALRAUNE, MARLENE",0
WASP,MS. MARVEL II,4
WASP,"HARKNESS, AGATHA",15
WASP,SKIN,0
WASP,DRAX,7
WASP,CHAMBER,0
WASP,"SUMMERS, MADELYNE MA",0
WASP,HUSK,0
WASP,"LEEDS, NED",1
WASP,SCREAMING MIMI,10
WASP,DIAMONDBACK II,1
WASP,"ROSENTHAL, BERNIE",9
WASP,VENOM,0
WASP,"QUARTERMAIN, CLAY",2
WASP,NOVA II,6
WASP,"JONES, MARLO CHANDLE",0
WASP,ANCIENT ONE,0
WASP,NIGHTMARE,0
WASP,"JAMESON, MARLA MADIS",0
WASP,MARROW,1
WASP,LIZARD,12
WASP,WIZARD,11
WASP,HELA [ASGARDIAN],1
WASP,STARSHINE II,0
WASP,SYNCH,0
WASP,HOWARD THE DUCK,0
WASP,"WINGFOOT, WYATT",1
WASP,BLACK KING,1
WASP,MAGMA,4
WASP,CALIBAN,2
WASP,MAKKARI,2
WASP,ABSORBING MAN,20
WASP,"TILBY, TRISH",2
WASP,GUARDIAN,4
"JAMESON, J. JONAH",ANT-MAN,14
"JAMESON, J. JONAH",SUB-MARINER,9
"JAMESON, J. JONAH",STORM,8
"JAMESON, J. JONAH",PROFESSOR X,7
"JAMESON, J. JONAH","FURY, COL. NICHOLAS",0
"JAMESON, J. JONAH",MARVEL GIRL,9
"JAMESON, J. JONAH",COLOSSUS II,3
"JAMESON, J. JONAH",NIGHTCRAWLER,3
"JAMESON, J. JONAH",ANGEL,9
"JAMESON, J. JONAH",ICEMAN,13
"JAMESON, J. JONAH",SHE-HULK,7
"JAMESON, J. JONAH","JARVIS, EDWIN",0
"JAMESON, J. JONAH",WONDER MAN,7
"JAMESON, J. JONAH",BLACK WIDOW,9
"JAMESON, J. JONAH","ROBERTSON, JOE",286
"JAMESON, J. JONAH","PARKER, MAY",208
"JAMESON, J. JONAH",HERCULES [GREEK GOD],4
"JAMESON, J. JONAH",QUICKSILVER,9
"JAMESON, J. JONAH",SHADOWCAT,0
"JAMESON, J. JONAH","JONES, RICHARD MILHO",4
"JAMESON, J. JONAH",ODIN [ASGARDIAN],1
"JAMESON, J. JONAH",ROGUE ,3
"JAMESON, J. JONAH",BLACK PANTHER,7
"JAMESON, J. JONAH",SILVER SURFER,5
"JAMESON, J. JONAH",CANNONBALL II,4
"JAMESON, J. JONAH",PUNISHER II,18
"JAMESON, J. JONAH",CAPTAIN BRITAIN,2
"JAMESON, J. JONAH","NELSON, FRANKLIN FOG",26
"JAMESON, J. JONAH",DR. DOOM,5
"JAMESON, J. JONAH","RICHARDS, FRANKLIN B",7
"JAMESON, J. JONAH",CRYSTAL [INHUMAN],2
"JAMESON, J. JONAH",HAVOK,4
"JAMESON, J. JONAH","SUMMERS, NATHAN CHRI",3
"JAMESON, J. JONAH",BALDER [ASGARDIAN],1
"JAMESON, J. JONAH",LOKI [ASGARDIAN],2
"JAMESON, J. JONAH","BANNER, BETTY ROSS T",5
"JAMESON, J. JONAH",IRON MAN IV,3
"JAMESON, J. JONAH","LEEDS, BETTY BRANT",178
"JAMESON, J. JONAH",KINGPIN,45
"JAMESON, J. JONAH","THOMPSON, EUGENE FLA",144
"JAMESON, J. JONAH",SIF,1
"JAMESON, J. JONAH",FANDRAL [ASGARDIAN],1
"JAMESON, J. JONAH",HOGUN [ASGARDIAN],1
"JAMESON, J. JONAH",VOLSTAGG,0
"JAMESON, J. JONAH","CAGE, LUKE",7
"JAMESON, J. JONAH","DUGAN, TIMOTHY ALOYI",9
"JAMESON, J. JONAH",WOLFSBANE,1
"JAMESON, J. JONAH",PSYLOCKE,5
"JAMESON, J. JONAH",BANSHEE,0
"JAMESON, J. JONAH",WONG,5
"JAMESON, J. JONAH",FALCON,6
"JAMESON, J. JONAH",MAGNETO,3
"JAMESON, J. JONAH","ROSS, GEN. THADDEUS",0
"JAMESON, J. JONAH",SUNSPOT,1
"JAMESON, J. JONAH",BLACK KNIGHT V,2
"JAMESON, J. JONAH","MASTERS, ALICIA REIS",6
"JAMESON, J. JONAH",IRON FIST,5
"JAMESON, J. JONAH",GAMBIT,5
"JAMESON, J. JONAH","NORRISS, SISTER BARB",4
"JAMESON, J. JONAH",CLEA,0
"JAMESON, J. JONAH",JUBILEE,0
"JAMESON, J. JONAH",BOOMER,0
"JAMESON, J. JONAH",MOON KNIGHT,3
"JAMESON, J. JONAH",USAGENT,2
"JAMESON, J. JONAH","OSBORN, HARRY",105
"JAMESON, J. JONAH","MACTAGGERT, MOIRA KI",0
"JAMESON, J. JONAH",POLARIS,1
"JAMESON, J. JONAH",KA-ZAR,6
"JAMESON, J. JONAH",QUASAR III,3
"JAMESON, J. JONAH",CAPTAIN MARVEL II,2
"JAMESON, J. JONAH",MOCKINGBIRD,1
"JAMESON, J. JONAH",NOVA,2
"JAMESON, J. JONAH",SHANG-CHI,0
"JAMESON, J. JONAH",MIRAGE II,1
"JAMESON, J. JONAH",BINARY,5
"JAMESON, J. JONAH","HUDSON, HEATHER",0
"JAMESON, J. JONAH",TIGRA,2
"JAMESON, J. JONAH",SPIDER-MAN CLONE,42
"JAMESON, J. JONAH","PAGE, KAREN",7
"JAMESON, J. JONAH",MEDUSA,2
"JAMESON, J. JONAH",ZABU,5
"JAMESON, J. JONAH",NAMORITA,1
"JAMESON, J. JONAH",GHOST RIDER II,0
"JAMESON, J. JONAH","URICH, BEN",85
"JAMESON, J. JONAH",FIRESTAR,4
"JAMESON, J. JONAH",MOONDRAGON,1
"JAMESON, J. JONAH",DRACULA,0
"JAMESON, J. JONAH","OSBORN, LIZ ALLAN",81
"JAMESON, J. JONAH",HEIMDALL [ASGARDIAN],0
"JAMESON, J. JONAH",SERSI,2
"JAMESON, J. JONAH",THUNDERSTRIKE,0
"JAMESON, J. JONAH",SASQUATCH,2
"JAMESON, J. JONAH",DAZZLER II,2
"JAMESON, J. JONAH",JUSTICE II,3
"JAMESON, J. JONAH",MEGGAN,1
"JAMESON, J. JONAH","CARTER, SHARON",0
"JAMESON, J. JONAH",GALACTUS,2
"JAMESON, J. JONAH",GORGON [INHUMAN],1
"JAMESON, J. JONAH",WHITE QUEEN,0
"JAMESON, J. JONAH",PHOENIX III,0
"JAMESON, J. JONAH",BLACK BOLT,1
"JAMESON, J. JONAH",KARNAK [INHUMAN],1
"JAMESON, J. JONAH","WATSON, ANNA",71
"JAMESON, J. JONAH",STARFOX,2
"JAMESON, J. JONAH",BISHOP ,5
"JAMESON, J. JONAH",PUCK,0
"JAMESON, J. JONAH",RED SKULL,2
"JAMESON, J. JONAH",ENCHANTRESS,0
"JAMESON, J. JONAH",DOC SAMSON,2
"JAMESON, J. JONAH",NIGHTHAWK II,1
"JAMESON, J. JONAH",THUNDERBIRD II,0
"JAMESON, J. JONAH",HELLCAT,3
"JAMESON, J. JONAH",MAGIK,1
"JAMESON, J. JONAH",FORGE,2
"JAMESON, J. JONAH",MAN-THING,1
"JAMESON, J. JONAH","KNIGHT, MISTY",2
"JAMESON, J. JONAH","KINCAID, DR. JANE FO",0
"JAMESON, J. JONAH","TALBOT, GLENN",0
"JAMESON, J. JONAH",GHOST RIDER III,1
"JAMESON, J. JONAH",SPEEDBALL,1
"JAMESON, J. JONAH",TRITON,1
"JAMESON, J. JONAH",CAPTAIN MARVEL,2
"JAMESON, J. JONAH","HOGAN, VIRGINIA PEPP",2
"JAMESON, J. JONAH",SHAMAN,2
"JAMESON, J. JONAH","COOPER, DR. VALERIE",3
"JAMESON, J. JONAH",UATU,6
"JAMESON, J. JONAH","HOGAN, HAROLD J. HAP",2
"JAMESON, J. JONAH","JAMESON, COL. JOHN",0
"JAMESON, J. JONAH",CYPHER,0
"JAMESON, J. JONAH",MYSTIQUE,2
"JAMESON, J. JONAH",LOCKHEED,0
"JAMESON, J. JONAH",SPIDER-WOMAN,6
"JAMESON, J. JONAH",WARLOCK III,1
"JAMESON, J. JONAH",NORTHSTAR,2
"JAMESON, J. JONAH",HUMAN TORCH ANDROID,0
"JAMESON, J. JONAH",SHANNA,1
"JAMESON, J. JONAH",SANDMAN,16
"JAMESON, J. JONAH",DAGGER,4
"JAMESON, J. JONAH",MEPHISTO,1
"JAMESON, J. JONAH",GEE,2
"JAMESON, J. JONAH","GRANT, GLORIA GLORY",75
"JAMESON, J. JONAH",ANT-MAN II,1
"JAMESON, J. JONAH",AURORA,2
"JAMESON, J. JONAH",LOCKJAW [INHUMAN],1
"JAMESON, J. JONAH",CLOAK,4
"JAMESON, J. JONAH",SIRYN,0
"JAMESON, J. JONAH",BLACK CAT,25
"JAMESON, J. JONAH",KARNILLA [ASGARDIAN],0
"JAMESON, J. JONAH",LYJA LAZERFIST [SKRU,0
"JAMESON, J. JONAH","JONES, GABE",2
"JAMESON, J. JONAH",PHARAOH RAMA-TUT,0
"JAMESON, J. JONAH","TARR, BLACK JACK",0
"JAMESON, J. JONAH",SPIDER-WOMAN II,4
"JAMESON, J. JONAH",DR. OCTOPUS,37
"JAMESON, J. JONAH","GYRICH, HENRY PETER",1
"JAMESON, J. JONAH",VIZIER,0
"JAMESON, J. JONAH",POWER MAN,3
"JAMESON, J. JONAH",THANOS,0
"JAMESON, J. JONAH",BEETLE,5
"JAMESON, J. JONAH",HIGH EVOLUTIONARY,1
"JAMESON, J. JONAH","WING, COLLEEN",2
"JAMESON, J. JONAH",BLOB,2
"JAMESON, J. JONAH",REDWING,2
"JAMESON, J. JONAH",DR. DRUID,1
"JAMESON, J. JONAH",WEREWOLF BY NIGHT,1
"JAMESON, J. JONAH",FRENCHIE,1
"JAMESON, J. JONAH",LILANDRA NERAMANI [S,0
"JAMESON, J. JONAH",HELLSTORM,1
"JAMESON, J. JONAH","STACY, GWEN",71
"JAMESON, J. JONAH",MOONSTONE II,1
"JAMESON, J. JONAH","SITWELL, JASPER",1
"JAMESON, J. JONAH",MICROCHIP,2
"JAMESON, J. JONAH",GREEN GOBLIN,58
"JAMESON, J. JONAH",NIGHT THRASHER,0
"JAMESON, J. JONAH",X-MAN,5
"JAMESON, J. JONAH","WU, LEIKO",0
"JAMESON, J. JONAH",SABRETOOTH,0
"JAMESON, J. JONAH",BOX IV,0
"JAMESON, J. JONAH","ARBOGAST, BAMBI",0
"JAMESON, J. JONAH",DOMINO III,0
"JAMESON, J. JONAH","ROM, SPACEKNIGHT",1
"JAMESON, J. JONAH",COUNTERWEIGHT II,1
"JAMESON, J. JONAH","DE LA FONTAINE, CONT",1
"JAMESON, J. JONAH",RICTOR,0
"JAMESON, J. JONAH","RESTON, CLIVE",0
"JAMESON, J. JONAH",NOMAD III,0
"JAMESON, J. JONAH",LIGHTSPEED,1
"JAMESON, J. JONAH",COUNTERWEIGHT,1
"JAMESON, J. JONAH",APOCALYPSE,1
"JAMESON, J. JONAH","SMITH, SIR DENIS NAY",0
"JAMESON, J. JONAH",VASHTI,1
"JAMESON, J. JONAH",GARGOYLE II,2
"JAMESON, J. JONAH",WARLOCK II,0
"JAMESON, J. JONAH",MANDARIN,1
"JAMESON, J. JONAH","CARTER, PEGGY",2
"JAMESON, J. JONAH",SILVER SABLE,8
"JAMESON, J. JONAH","ALRAUNE, MARLENE",2
"JAMESON, J. JONAH",MS. MARVEL II,0
"JAMESON, J. JONAH","HARKNESS, AGATHA",3
"JAMESON, J. JONAH",SKIN,1
"JAMESON, J. JONAH",DRAX,0
"JAMESON, J. JONAH",CHAMBER,1
"JAMESON, J. JONAH","SUMMERS, MADELYNE MA",1
"JAMESON, J. JONAH",HUSK,1
"JAMESON, J. JONAH","LEEDS, NED",53
"JAMESON, J. JONAH",SCREAMING MIMI,1
"JAMESON, J. JONAH",DIAMONDBACK II,0
"JAMESON, J. JONAH","ROSENTHAL, BERNIE",1
"JAMESON, J. JONAH",VENOM,9
"JAMESON, J. JONAH","QUARTERMAIN, CLAY",2
"JAMESON, J. JONAH",NOVA II,1
"JAMESON, J. JONAH","JONES, MARLO CHANDLE",0
"JAMESON, J. JONAH",ANCIENT ONE,1
"JAMESON, J. JONAH",NIGHTMARE,0
"JAMESON, J. JONAH","JAMESON, MARLA MADIS",69
"JAMESON, J. JONAH",MARROW,2
"JAMESON, J. JONAH",LIZARD,23
"JAMESON, J. JONAH",WIZARD,4
"JAMESON, J. JONAH",HELA [ASGARDIAN],1
"JAMESON, J. JONAH",STARSHINE II,1
"JAMESON, J. JONAH",SYNCH,1
"JAMESON, J. JONAH",HOWARD THE DUCK,1
"JAMESON, J. JONAH","WINGFOOT, WYATT",0
"JAMESON, J. JONAH",BLACK KING,1
"JAMESON, J. JONAH",MAGMA,0
"JAMESON, J. JONAH",CALIBAN,0
"JAMESON, J. JONAH",MAKKARI,0
"JAMESON, J. JONAH",ABSORBING MAN,1
"JAMESON, J. JONAH","TILBY, TRISH",4
"JAMESON, J. JONAH",GUARDIAN,2
ANT-MAN,SUB-MARINER,53
ANT-MAN,STORM,15
ANT-MAN,PROFESSOR X,24
ANT-MAN,"FURY, COL. NICHOLAS",0
ANT-MAN,MARVEL GIRL,25
ANT-MAN,COLOSSUS II,13
ANT-MAN,NIGHTCRAWLER,5
ANT-MAN,ANGEL,25
ANT-MAN,ICEMAN,32
ANT-MAN,SHE-HULK,72
ANT-MAN,"JARVIS, EDWIN",0
ANT-MAN,WONDER MAN,194
ANT-MAN,BLACK WIDOW,117
ANT-MAN,"ROBERTSON, JOE",6
ANT-MAN,"PARKER, MAY",5
ANT-MAN,HERCULES [GREEK GOD],100
ANT-MAN,QUICKSILVER,128
ANT-MAN,SHADOWCAT,2
ANT-MAN,"JONES, RICHARD MILHO",48
ANT-MAN,ODIN [ASGARDIAN],9
